Symbol,Interval,Hurst Exponent,Deviation,Average Volume,Data Points
AFL,1m,0.4779432425424249,0.022056757457575127,3157.6471092077086,2335
ACN,1m,0.5207792064623799,0.02077920646237985,6046.627408993576,2335
ILMN,1m,0.5260840574138615,0.02608405741386155,7363.377463581834,2334
ANET,1m,0.595193036390071,0.09519303639007104,5000.389627089584,2333
DD,1m,0.4276882413634491,0.07231175863655093,3974.468066866695,2333
MRNA,1m,0.5249467015324031,0.02494670153240308,6513.0235747964,2333
ETSY,1m,0.5577089788542838,0.05770897885428383,6005.559845559846,2331
STX,1m,0.6288397693190091,0.1288397693190091,5171.49313304721,2330
EW,1m,0.4973107780418318,0.0026892219581681753,4289.003433476395,2330
FDX,5d,0.533315302963241,0.033315302963241034,1626452.5045083726,2329
K,1m,0.5090071089210669,0.00900710892106693,3431.541004723057,2329
IRM,1m,0.5839585348554829,0.08395853485548288,4279.3389175257735,2328
FMC,1m,0.5386794845395216,0.038679484539521636,4736.932560137457,2328
CF,1m,0.5579993776241006,0.05799937762410057,4165.950150408251,2327
CSGP,1m,0.5247584354767384,0.024758435476738394,5789.31585732703,2327
IPG,1m,0.498347947683861,0.0016520523161390188,4766.27288354104,2327
UDR,1m,0.39498919932922144,0.10501080067077856,3744.5601891659503,2326
DHR,1m,0.5967287078523312,0.09672870785233123,7695.512688172043,2325
HON,1m,0.41891931864606374,0.08108068135393626,4778.209892473118,2325
AVGO,1m,0.5421160577106584,0.042116057710658406,9176.382795698924,2325
DOC,1m,0.48173367713362675,0.018266322866373252,6707.978064516129,2325
HST,1m,0.49995144554020327,4.855445979673467e-05,11666.662365591397,2325
CCI,1m,0.43413184582701486,0.06586815417298514,4009.567555938038,2324
DLTR,1m,0.5813261995984297,0.08132619959842968,6146.055962117951,2323
LEN,1m,0.47479262295219155,0.025207377047808455,4392.62591476539,2323
PSX,1m,0.44327939181410775,0.05672060818589225,3957.068044788975,2322
LYV,1m,0.5623076712688284,0.06230767126882841,4579.299009047824,2321
CTSH,1m,0.5257173989568337,0.02571739895683367,5055.133563119345,2321
INVH,1m,0.5138934727341042,0.01389347273410424,4147.388194743645,2321
ICE,1m,0.4876625184337674,0.0123374815662326,3929.1365790607497,2321
UNP,1wk,0.6074020704667503,0.10740207046675032,19259343.29224138,2320
PEG,1wk,0.5401173978073954,0.04011739780739543,8758478.934051724,2320
LUV,1wk,0.5088076374895498,0.008807637489549824,23678323.768103447,2320
AMT,1m,0.446035461704172,0.05396453829582798,4804.473911168607,2319
DHI,1m,0.4923914537748887,0.007608546225111312,4497.683779119931,2318
TPR,1m,0.4914049245723548,0.008595075427645205,4284.999136814847,2317
KMX,1m,0.5253160074498396,0.02531600744983964,3814.401122625216,2316
CMS,1m,0.5142694213547155,0.014269421354715539,6024.280345572354,2315
ROST,1m,0.4251278927618671,0.07487210723813292,4214.611495246327,2314
YUM,1m,0.5576834258931432,0.057683425893143236,3283.945548833189,2314
ADI,1m,0.47471963605056394,0.025280363949436058,4687.717372515125,2314
BIO,1wk,0.5649891186844488,0.06498911868444879,384937.14705882355,2312
FOXA,1m,0.532337825226138,0.03233782522613804,5230.9113321799305,2312
CMA,1m,0.48450983236011896,0.015490167639881036,5702.992647058823,2312
DG,1m,0.5253474833720638,0.025347483372063828,5144.469061012549,2311
CHD,1wk,0.6488761706915811,0.1488761706915811,4774993.96881767,2309
SHW,1wk,0.6439546968377008,0.1439546968377008,9348424.120831529,2309
HSY,1wk,0.6357850303253885,0.13578503032538847,4326653.196621914,2309
HRL,1wk,0.632376007351154,0.13237600735115396,5823797.358163707,2309
ROL,1wk,0.6237473853731803,0.12374738537318031,5469547.243828497,2309
GIS,1wk,0.6204530815272561,0.12045308152725609,14410545.186660891,2309
TYL,1wk,0.618268898279602,0.11826889827960196,677904.4564746644,2309
WEC,1wk,0.616905708669181,0.11690570866918104,4590909.34300563,2309
TMO,1wk,0.6135256606554663,0.11352566065546632,5455754.643135557,2309
ADP,1wk,0.6110888312539665,0.11108883125396651,9909204.06236466,2309
PGR,1wk,0.6099704955255947,0.10997049552559468,13911675.494153313,2309
SYK,1wk,0.6056419314878777,0.1056419314878777,6822214.999566912,2309
GPC,1wk,0.6048860897964253,0.10488608979642533,2528827.2429623213,2309
ABT,1wk,0.6045676744941411,0.10456767449414106,38720530.41446514,2309
TT,1wk,0.5988618989419244,0.09886189894192443,12453374.485491555,2309
PPG,1wk,0.5950940183043913,0.09509401830439135,6549115.174534431,2309
WST,1wk,0.5932353101571783,0.09323531015717834,1047213.8189692508,2309
PH,1wk,0.5868506002273987,0.08685060022739866,4122416.1650064965,2309
D,1wk,0.579630232451041,0.07963023245104095,9668601.822433954,2309
CMCSA,1wk,0.5773468060243808,0.07734680602438082,71801449.79125163,2309
LOW,1wk,0.5766082833798942,0.07660828337989423,30402250.139887396,2309
HST,1wk,0.42353649999536574,0.07646350000463426,17808699.504547425,2309
DOV,1wk,0.5739886316439664,0.07398863164396641,5529528.591598094,2309
KMB,1wk,0.5733858836532596,0.0733858836532596,7420481.172802079,2309
APD,1wk,0.5703892373947754,0.07038923739477543,4800628.976613252,2309
TFX,1wk,0.5692565441929214,0.06925654419292138,772234.6110870506,2309
NDSN,1wk,0.568607437914911,0.06860743791491097,973329.9172802079,2309
NEM,1wk,0.43281564566466874,0.06718435433533126,19464984.884365525,2309
AFL,1wk,0.5612423840569679,0.06124238405696791,17194411.142052837,2309
WBA,1wk,0.5607984583611693,0.06079845836116926,19432056.820268515,2309
FMC,1wk,0.5581282116110199,0.05812821161101989,5089636.340840191,2309
PCAR,1wk,0.5572034506668819,0.05720345066688193,12771090.647899523,2309
IPG,1wk,0.5558678250126224,0.05586782501262244,12623374.481160676,2309
EFX,1wk,0.5536170476379485,0.0536170476379485,2664519.604590732,2309
SWK,1wk,0.5515028944166684,0.05150289441666844,3229024.5443915115,2309
HAS,1wk,0.5508639987560336,0.050863998756033646,4853498.077522737,2309
DUK,1wk,0.5457694459013076,0.045769445901307604,8799474.368557816,2309
PPL,1wk,0.5457025074233901,0.045702507423390104,10943714.632741446,2309
J,1wk,0.5450728134549797,0.04507281345497971,3074509.2996968385,2309
L,1wk,0.54457675695138,0.04457675695137997,7556834.139887397,2309
PHM,1wk,0.5444497690232757,0.04444976902327569,14783697.067128627,2309
CINF,1wk,0.5434441435304819,0.04344414353048187,2313009.802078822,2309
VTRS,1wk,0.5415225571612697,0.041522557161269735,17171433.513209183,2309
MTB,1wk,0.5399102721012837,0.03991027210128373,2300707.414898224,2309
EQT,1wk,0.5387363008575494,0.03873630085754942,9893560.879168471,2309
OMC,1wk,0.5374650482640436,0.03746504826404362,7076299.073191858,2309
ADM,1wk,0.5333172156793757,0.033317215679375733,14148735.067128627,2309
FITB,1wk,0.5315687644700047,0.03156876447000467,20303797.703767866,2309
NUE,1wk,0.52982805883653,0.029828058836529947,11013422.915547857,2309
AMAT,1wk,0.5278871941023293,0.027887194102329316,86113745.94326548,2309
UDR,1wk,0.5275591390019886,0.027559139001988586,4407889.886097878,2309
LEN,1wk,0.5270707653109284,0.027070765310928446,10113884.079688177,2309
AMD,1wk,0.4742284186752179,0.025771581324782078,93679745.1364227,2309
TSN,1wk,0.5250384747341351,0.02503847473413512,8727258.759203117,2309
FE,1m,0.4764641681897139,0.023535831810286123,4268.135123430056,2309
RF,1wk,0.5216189971404868,0.021618997140486762,30123187.29320052,2309
CAG,1wk,0.5198270235072897,0.01982702350728971,12509184.88956258,2309
HBAN,1wk,0.5194500749502754,0.019450074950275398,25148616.331312258,2309
JPM,1wk,0.5187664272077974,0.01876642720779742,57805582.01212646,2309
WELL,1wk,0.5180332505034605,0.018033250503460496,4270515.912949328,2309
NTRS,1wk,0.5154885832526946,0.015488583252694643,4718983.242096146,2309
ADI,1wk,0.5138142202203712,0.013814220220371154,11067474.638804678,2309
HES,1wk,0.4870503603205298,0.012949639679470215,10768864.342572542,2309
MAS,1wk,0.5101728435193013,0.010172843519301256,11552543.3763534,2309
RHI,1wk,0.5099082919949779,0.009908291994977891,3792951.7371156346,2309
INTC,1wk,0.5091044532301419,0.009104453230141862,243286506.23213512,2309
CMA,1wk,0.49422935983691546,0.005770640163084539,5629454.025985275,2309
TFC,1wk,0.4947009163565041,0.0052990836434959054,12381226.095279342,2309
STT,1wk,0.4976666508585052,0.0023333491414948004,10027213.864443483,2309
ETSY,1d,0.5643710647904562,0.06437106479045618,2820306.8518197574,2308
GEHC,1m,0.46441240413730706,0.035587595862692945,4988.620450606586,2308
ES,1m,0.46779442046474334,0.032205579535256657,2968.256721595837,2306
LYB,1m,0.5159902566301231,0.0159902566301231,3132.381613183001,2306
KIM,1m,0.4921373638850214,0.007862636114978616,8592.552038161319,2306
NTAP,1m,0.5610335900528177,0.06103359005281772,4177.405992184108,2303
HWM,1m,0.49231222654962065,0.007687773450379354,4032.5132435953105,2303
ADSK,1m,0.5456522408783282,0.0456522408783282,6294.922241529105,2302
WDC,5d,0.5059513546500255,0.005951354650025498,2470354.1507384884,2302
BLDR,1m,0.5152746157997179,0.015274615799717894,3821.7638103523273,2299
AON,1wk,0.5940149520991068,0.09401495209910682,4939042.256309834,2298
ETR,1m,0.5290738327022453,0.029073832702245284,3886.3588850174215,2296
DHR,5d,0.6445387412464529,0.14453874124645294,2846023.4501089323,2295
PGR,1m,0.5801731133105136,0.08017311331051358,4574.361220043573,2295
NFLX,1m,0.5025683168614332,0.0025683168614332175,4795.101525054466,2295
SWKS,1m,0.6737728494049391,0.1737728494049391,6684.268526591107,2294
AEP,1m,0.4772904430816777,0.022709556918322327,3981.313126907981,2293
SOLV,1m,0.5474531405653459,0.047453140565345886,3342.6183406113537,2290
EA,1m,0.4777531068089976,0.022246893191002426,4159.714785651793,2286
ED,1m,0.4452287353852857,0.05477126461471432,2836.986433260394,2285
MKC,1m,0.519538457735073,0.01953845773507301,3581.4582056892777,2285
EIX,1m,0.48052795366693624,0.019472046333063764,3085.3505470459518,2285
HES,1m,0.48606241717202514,0.01393758282797486,3309.3610503282275,2285
PPG,1m,0.5341689190220267,0.03416891902202668,2747.8699649737305,2284
RHI,1m,0.5062535030821025,0.006253503082102485,3762.0613496932515,2282
GL,1wk,0.5651417329328304,0.06514173293283043,3831319.2178868917,2281
OKE,1wk,0.5557952377602787,0.055795237760278726,6045576.075843928,2281
WM,1m,0.46902335712092647,0.030976642879073535,3095.934649122807,2280
KLAC,1wk,0.5280821877333854,0.028082187733385444,13066755.61491228,2280
EXPE,1m,0.6099816898623086,0.10998168986230861,4509.0131810193325,2276
CSX,1wk,0.5808202841298592,0.0808202841298592,90936203.37170474,2276
TRGP,1m,0.5184345955382703,0.018434595538270315,2589.9991212653777,2276
A,1m,0.4416447832289805,0.058355216771019514,4712.963076923077,2275
APA,5d,0.505452382688926,0.005452382688926005,2733586.282637363,2275
PSA,1wk,0.6051981455456829,0.10519814554568285,2362265.094547054,2274
NKE,1wk,0.6133637847680775,0.11336378476807751,56177617.834947184,2272
RCL,1m,0.5004469200781865,0.0004469200781864746,3002.5783450704225,2272
AAPL,1wk,0.6080832687414274,0.10808326874142737,1539516717.9929547,2271
PRU,1m,0.5189748580487414,0.01897485804874144,2473.650374284456,2271
SWK,1m,0.5674416360596417,0.06744163605964171,3637.099603349493,2269
VTR,1m,0.39510412592235145,0.10489587407764855,3086.7888007054676,2268
BALL,1m,0.5671220220101382,0.06712202201013817,3628.5651214128034,2265
ZBH,1m,0.5163277054475475,0.01632770544754747,3916.8851082633673,2263
BRO,1wk,0.6145858709330118,0.11458587093301176,3882565.2723253756,2262
WRK,1d,0.4986707231945654,0.0013292768054345983,2135808.993362832,2260
TTWO,1m,0.5943478504681086,0.09434785046810856,4270.916777335104,2259
DXCM,1m,0.4366347448007385,0.0633652551992615,5562.088977423638,2259
WYNN,1m,0.5209576522786227,0.020957652278622674,3884.3268379096544,2258
SJM,1m,0.5385118845946032,0.038511884594603196,3096.9521488701816,2257
ODFL,1m,0.5204439874805622,0.020443987480562198,3758.1665928223306,2257
APD,1m,0.5971798222462115,0.09717982224621147,3734.682483370288,2255
NUE,1m,0.5378665770484475,0.037866577048447536,3342.70155210643,2255
MAS,1m,0.5374282285553471,0.03742822855534711,3458.5427937915742,2255
PYPL,1d,0.5921403369370623,0.09214033693706225,10592841.606302708,2253
KHC,1d,0.573864275243503,0.07386427524350303,6156401.330670217,2253
PHM,1m,0.4822313787604777,0.017768621239522275,3207.1687388987566,2252
CME,1m,0.5149386272862909,0.014938627286290918,3653.5657193605684,2252
SHW,1m,0.48016811865059345,0.019831881349406555,4150.675555555556,2250
CAH,1m,0.44444658671936305,0.055553413280636954,3245.881280569142,2249
OMC,1m,0.5299759803973859,0.029975980397385915,2720.300089047195,2246
UNP,5d,0.623483803161787,0.12348380316178698,3977238.75502008,2241
UHS,1wk,0.584385364940082,0.08438536494008197,3821597.0017849174,2241
LUV,5d,0.5526326297409138,0.05263262974091376,4944663.900490852,2241
PEG,5d,0.5438850158824845,0.0438850158824845,1834933.6131191433,2241
FDX,1m,0.4900574650444425,0.009942534955557525,2827.9919642857144,2240
LW,1m,0.5024442366014574,0.002444236601457428,2516.4557640750672,2238
NDAQ,1m,0.4514589212803851,0.04854107871961488,3767.000447027269,2237
BIO,5d,0.5702441725733732,0.07024417257337323,80357.89758497317,2236
PAYX,1m,0.4685001772609852,0.031499822739014804,3805.323937360179,2235
AMGN,1m,0.4812547528012025,0.0187452471987975,3593.4116331096197,2235
NDSN,5d,0.573851331076615,0.07385133107661501,202666.6721898791,2233
WELL,5d,0.5383551561035959,0.038355156103595855,901270.4626063592,2233
TFC,5d,0.5040685281783844,0.004068528178384434,2540580.2301836093,2233
SHW,5d,0.6711054352608855,0.1711054352608855,1925033.630044843,2230
CHD,5d,0.6669300328460475,0.16693003284604746,980073.4860986547,2230
ADP,5d,0.6451439987358573,0.14514399873585726,2025994.2417040358,2230
HSY,5d,0.6442404805224773,0.1442404805224773,906141.0004484305,2230
ROL,5d,0.6381863289899959,0.13818632898999594,1115660.465470852,2230
GIS,5d,0.6358802790784684,0.13588027907846845,3001604.8210762334,2230
HRL,5d,0.6355114556436156,0.13551145564361555,1190355.1121076234,2230
ABT,5d,0.632865376295649,0.13286537629564898,8017443.1165919285,2230
TYL,5d,0.6231217723856429,0.12312177238564292,139467.79820627804,2230
SYK,5d,0.6209836866506516,0.12098368665065162,1424622.6609865471,2230
TMO,5d,0.6189367884201756,0.11893678842017563,1134126.2556053812,2230
PGR,5d,0.6170844235255171,0.11708442352551707,2913296.2403587443,2230
WST,5d,0.6130684923471893,0.1130684923471893,221108.65829596412,2230
GPC,5d,0.6124524099307272,0.11245240993072725,529295.297309417,2230
TT,5d,0.6107174484875341,0.11071744848753406,2526315.0031390134,2230
HD,1wk,0.6104313783708234,0.1104313783708234,35862368.124215245,2230
PPG,5d,0.6051822764748223,0.10518227647482226,1370537.3264573992,2230
LOW,5d,0.5919660709801573,0.0919660709801573,6290607.566816144,2230
TFX,5d,0.5898635185181004,0.08986351851810037,161335.11973094172,2230
D,5d,0.5893326505648396,0.08933265056483963,2010755.5192825112,2230
CMCSA,5d,0.5892059855960771,0.08920598559607706,14625197.322869955,2230
KMB,5d,0.5880801131144862,0.08808011311448616,1543065.3506726457,2230
DOV,5d,0.5868011948203363,0.08680119482033632,1154542.52735426,2230
APD,5d,0.5845247969554729,0.08452479695547288,1002563.5058295964,2230
PH,5d,0.5801579785418296,0.0801579785418296,851409.2107623318,2230
NEM,5d,0.4212994075676649,0.07870059243233513,4051370.8784753364,2230
EFX,5d,0.573833212107962,0.07383321210796201,553556.8910313902,2230
WBA,5d,0.5700037479164255,0.0700037479164255,4014448.878026906,2230
AFL,5d,0.5650424563047622,0.06504245630476224,3666633.832735426,2230
HAS,5d,0.565031071751077,0.06503107175107703,1003966.3013452914,2230
CINF,5d,0.5643791317187882,0.06437913171878817,477074.82466367714,2230
HST,5d,0.43620899184943857,0.06379100815056143,3723679.978923767,2230
FMC,5d,0.5622259380531442,0.06222593805314425,1035336.8753363228,2230
PCAR,5d,0.5604200988077114,0.060420098807711375,2642573.9058295963,2230
IPG,5d,0.5551128957121245,0.05511289571212452,2626040.3484304934,2230
SWK,5d,0.5529258973248591,0.052925897324859084,657448.4632286995,2230
PPL,5d,0.5513098645518365,0.051309864551836504,2326059.825560538,2230
L,5d,0.5511943199062372,0.05119431990623724,1555135.4838565022,2230
PHM,5d,0.5507441632415003,0.05074416324150033,3045324.676233184,2230
VTRS,5d,0.5503255820520823,0.05032558205208226,3565633.1748878923,2230
MTB,5d,0.5493854903085478,0.049385490308547775,473803.64170403586,2230
DUK,5d,0.5481973040892488,0.04819730408924883,1825531.7856502242,2230
AMAT,5d,0.5468551739162811,0.046855173916281134,17686149.095515694,2230
UDR,5d,0.5443736176976366,0.04437361769763659,909899.3484304933,2230
J,5d,0.5426616072122624,0.04266160721226242,640106.0417040358,2230
ADM,5d,0.5386421651956896,0.03864216519568964,2908279.015695067,2230
RHI,5d,0.5385015337172119,0.03850153371721188,779232.8524663678,2230
FITB,5d,0.5381862552130411,0.03818625521304109,4191619.9085201793,2230
OMC,5d,0.5361109984209211,0.03611099842092114,1444337.3363228699,2230
RF,5d,0.5360751344681238,0.036075134468123826,6109067.832286996,2230
CAG,5d,0.5354112180813979,0.03541121808139791,2587015.7260089684,2230
EQT,5d,0.5344120836488925,0.03441208364889248,2014297.839910314,2230
AMD,5d,0.4680309080296546,0.03196909197034542,19577420.17130045,2230
HBAN,5d,0.5319539852353543,0.03195398523535431,5108502.444394619,2230
ADI,5d,0.5300383883437055,0.030038388343705535,2262360.730941704,2230
LEN,5d,0.5256743013158716,0.02567430131587156,2068185.4596412557,2230
NUE,5d,0.5245841879731248,0.024584187973124783,2224171.7542600897,2230
TSN,5d,0.5229259265207818,0.022925926520781847,1792970.3251121077,2230
NTRS,5d,0.5206772830397057,0.02067728303970573,986681.4825112107,2230
JPM,5d,0.5197317287181148,0.019731728718114794,11909636.04573991,2230
HES,5d,0.48420605665682115,0.01579394334317885,2218516.9358744393,2230
MAS,5d,0.5085889387466062,0.008588938746606156,2342838.859192825,2230
INTC,5d,0.5084480001745744,0.008448000174574366,49753134.16591928,2230
STT,5d,0.49814036241531395,0.001859637584686047,2044247.6739910315,2230
CMA,5d,0.5004216738903656,0.00042167389036562586,1133846.4780269058,2230
WEC,5d,0.634324196415666,0.13432419641566595,947843.8761776581,2229
CB,1m,0.5097161659854844,0.009716165985484415,2954.890035906643,2228
BAX,1wk,0.5557785805836852,0.05577858058368523,20532296.843595505,2225
BXP,1m,0.4380156287660366,0.06198437123396339,3312.3363309352517,2224
AON,5d,0.6083206365502052,0.10832063655020518,1022110.5409540954,2222
TER,1m,0.5635541219655003,0.06355412196550025,2930.266426642664,2222
EQR,1m,0.4540551237477055,0.045944876252294486,2666.838215412348,2219
IQV,1m,0.4653330903935382,0.03466690960646179,2800.530897609382,2217
NOC,1wk,0.6051356114533414,0.10513561145334138,5358716.740974729,2216
SO,1wk,0.5721388316022835,0.07213883160228352,14696679.133122744,2216
LHX,1wk,0.5519315519916294,0.051931551991629354,3905540.0902527077,2216
HUM,1wk,0.5497541391388976,0.04975413913889759,5488125.977436823,2216
ROK,1wk,0.529002969068387,0.029002969068386952,3669399.7806859207,2216
COP,1wk,0.5285119101781022,0.028511910178102173,29785435.981498197,2216
OXY,1wk,0.47292509186308496,0.027074908136915043,24829293.548285197,2216
SLB,1wk,0.4829773172870048,0.017022682712995174,31876480.680505414,2216
GLW,1wk,0.5116280466260505,0.011628046626050548,32248387.32536101,2216
WMB,1wk,0.4996217245962115,0.0003782754037884861,23158670.494584836,2216
VLO,1wk,0.505705418006535,0.005705418006535012,22763308.146275394,2215
EMN,1m,0.5835472770516377,0.08354727705163767,2737.1260162601625,2214
CBRE,1m,0.5339424108023484,0.03394241080234839,3311.096249435156,2213
LNT,1m,0.5042704955408601,0.00427049554086012,2520.6398553999097,2213
AEE,1m,0.5093753103050243,0.009375310305024254,2598.4997738579827,2211
HLT,1m,0.6124055860424201,0.11240558604242012,3284.983257918552,2210
FTV,1m,0.4378702573188457,0.06212974268115429,2325.001809954751,2210
GL,5d,0.5720064508093283,0.07200645080932833,781702.8834995467,2206
AME,1m,0.5712305693667294,0.07123056936672945,2753.6944696282867,2206
INTU,1m,0.5401020387230231,0.04010203872302309,3836.3603807796917,2206
OKE,5d,0.5391818677724004,0.0391818677724004,1245954.254306437,2206
CI,1wk,0.5855152488818868,0.08551524888188677,11295135.567862006,2203
BBWI,1wk,0.5198011856992594,0.01980118569925937,16546994.804811621,2203
QRVO,1m,0.6484888316213548,0.14848883162135484,3930.7552225249774,2202
MMC,1m,0.43836629853348696,0.061633701466513036,2988.6716621253404,2202
KLAC,5d,0.5390286998817132,0.0390286998817132,2712745.005449591,2202
WRK,1m,0.5302984377451981,0.030298437745198137,4626.804268846503,2202
HOLX,1m,0.5294332603562529,0.029433260356252933,2485.742506811989,2202
CSX,5d,0.5703922661145601,0.07039226611456006,18752438.35181818,2200
PSA,5d,0.6099528351030415,0.10995283510304155,483524.98862602364,2198
SPG,1m,0.43825212660808816,0.061747873391911845,3738.7911737943587,2198
COST,1m,0.4655777491035337,0.03442225089646628,3219.4399454049135,2198
NKE,5d,0.6139251148916092,0.11392511489160917,11778263.28974943,2195
TEL,1m,0.49067243761322565,0.009327562386774346,2529.7722095671984,2195
NSC,1wk,0.564682823654528,0.06468282365452804,7553793.041020966,2194
AAPL,5d,0.6063616413856863,0.10636164138568627,317706490.01367986,2193
DLR,1m,0.5353837236783721,0.03538372367837206,2774.8850889192886,2193
HAS,1m,0.4397716727622397,0.06022832723776028,2770.7461187214612,2190
PNC,1m,0.5052192196496476,0.005219219649647555,3128.9684787574233,2189
DE,1m,0.45218697916963785,0.04781302083036215,2768.036106032907,2188
BRO,5d,0.6150054197783628,0.11500541977836276,802843.3421774931,2186
HIG,1m,0.471098240276304,0.02890175972369602,2335.888685295465,2183
DFS,1m,0.48623718385173076,0.013762816148269241,2601.6315307057744,2182
GL,1m,0.4788521996916568,0.02114780030834318,3286.334250343879,2181
HPE,1d,0.4745374093607782,0.025462590639221794,13001003.24919688,2179
HSY,1m,0.6060013285881933,0.10600132858819333,2492.3532384014698,2177
NOW,1m,0.5125005559647045,0.012500555964704452,2762.6223551057956,2174
AKAM,1m,0.5343953441049955,0.03439534410499545,3765.2236539346527,2173
DAY,1m,0.5619034969314839,0.06190349693148389,4218.755760368664,2170
EXPD,1m,0.46254589574274574,0.03745410425725426,2454.614285714286,2170
BDX,1m,0.5840969309352504,0.08409693093525039,2336.1247689463958,2164
NTRS,1m,0.5022755523674194,0.0022755523674193867,3105.2699953767915,2163
UHS,5d,0.5696482583155525,0.06964825831555255,826205.125346901,2162
TMO,1m,0.5026316800262737,0.002631680026273675,2728.980111008326,2162
COO,1wk,0.5768231198998514,0.07682311989985136,5935526.335492827,2161
COR,1h,0.6580214518446617,0.15802145184466165,128671.90909090909,2156
CLX,1m,0.4741458425046821,0.025854157495317887,2163.8467966573817,2154
HD,5d,0.6113360531164278,0.1113360531164278,7505380.08457249,2152
AON,1m,0.5524833534807624,0.052483353480762385,3971.7698744769873,2151
FI,1h,0.5363600773306907,0.03636007733069069,249168.8738948348,2149
BAX,5d,0.5638157654735442,0.06381576547354417,4277928.596180717,2147
BG,1m,0.472085787622783,0.027914212377216974,2597.227145522388,2144
CHD,1m,0.466615616985562,0.033384383014438024,2535.7158189454035,2143
VLO,5d,0.502366888236128,0.002366888236127962,4724534.618292114,2143
COR,1m,0.575563575631747,0.07556357563174698,2741.832866479925,2142
AMGN,1wk,0.557562226106302,0.05756222610630202,38005647.131308414,2140
NOC,5d,0.6190452709049572,0.1190452709049572,1134083.6951846657,2139
SO,5d,0.5823443670969266,0.08234436709692661,3042234.3726040204,2139
HUM,5d,0.5573182687255275,0.05731826872552748,1141079.6325385694,2139
LHX,5d,0.5549301819998852,0.0549301819998852,802879.9298737728,2139
ROK,5d,0.5542322979921019,0.05423229799210194,767389.7671809257,2139
OXY,5d,0.465790199860088,0.03420980013991198,5052935.394109397,2139
GLW,5d,0.5301625758003599,0.03016257580035986,6639076.724170173,2139
SLB,5d,0.4750855723746772,0.02491442762532281,6582902.578775128,2139
COP,5d,0.5151862795527699,0.015186279552769855,6215156.43197756,2139
WMB,5d,0.4909639741024186,0.009036025897581401,4771078.27769986,2139
RJF,1wk,0.5705398387722355,0.07053983877223546,3759043.2469597757,2138
STZ,1m,0.4412998994706397,0.05870010052936031,2721.464920486436,2138
ADP,1m,0.5122922455386963,0.012292245538696345,3303.8315395414133,2137
CAH,1wk,0.5169339962017797,0.01693399620177971,8274461.030942335,2133
JNPR,1m,0.46832650937875975,0.03167349062124025,2751.653846153846,2132
CTAS,1wk,0.6380512751142412,0.1380512751142412,3014099.9389957767,2131
PAYX,1wk,0.5623395931101784,0.06233959311017845,10196488.657746479,2130
BBWI,5d,0.5201754406196796,0.020175440619679574,3352381.548144669,2129
BRO,1m,0.47672526111550445,0.02327473888449555,1785.7866541353383,2128
ALL,1m,0.5359166067674261,0.03591660676742614,2272.6558533145276,2127
CI,5d,0.5822811194001845,0.08228111940018445,2352898.0507996236,2126
BEN,1wk,0.5080746517137812,0.008074651713781189,11510193.976952022,2126
AOS,1wk,0.6139572937192179,0.11395729371921792,4025672.4291764707,2125
CDNS,1m,0.5815644092879105,0.08156440928791053,3287.1493873704053,2122
TRV,1m,0.5445707747647043,0.04457077476470428,2236.3083451202265,2121
IFF,1m,0.4830121450490947,0.016987854950905323,2347.3602074493165,2121
NSC,5d,0.5685902832911067,0.06859028329110672,1544724.6965549788,2119
JBHT,1wk,0.5974369741776371,0.09743697417763708,4492579.404818139,2117
VZ,1wk,0.4944740499634794,0.0055259500365206216,45265874.117619276,2117
T,1wk,0.4983866809447371,0.0016133190552629073,98495171.4421351,2117
EVRG,1m,0.4563052372043865,0.04369476279561352,2775.296313799622,2116
TT,1m,0.5299373430182311,0.029937343018231144,2847.7602836879432,2115
JBL,1m,0.5538987647418917,0.0538987647418917,2075.0236630383342,2113
DOV,1m,0.499123868962209,0.0008761310377909948,2576.1855182205395,2113
ATO,1wk,0.6161793466932606,0.11617934669326058,1521964.152462121,2112
PNW,1m,0.4869224130519669,0.013077586948033126,2431.0658455708194,2111
STLD,1m,0.5180040265660729,0.018004026566072917,2901.0483412322274,2110
LIN,1m,0.5063275490167083,0.006327549016708289,3062.5168967158497,2101
AWK,1m,0.4502163893859722,0.04978361061402781,1967.2171428571428,2100
CI,1m,0.47150124136579274,0.028498758634207255,2483.7998093422307,2098
LRCX,1wk,0.5688702814332937,0.06887028143329366,10426087.32330468,2094
LMT,1m,0.5936461882291905,0.09364618822919046,2197.301291248207,2091
NWSA,1m,0.4971415089185198,0.0028584910814801745,3848.995217599235,2091
MU,1wk,0.5137774443864475,0.013777444386447457,76358750.79138756,2090
COO,5d,0.5993999355372536,0.09939993553725357,1244705.2288176161,2089
MAR,1m,0.5302933249294906,0.03029332492949055,3443.3604595500237,2089
AJG,1wk,0.6188949434081074,0.11889494340810736,2316675.870627695,2087
AME,1wk,0.6255939793913031,0.12559397939130312,4140545.8626980316,2083
EXR,1m,0.5528554973283272,0.05285549732832717,2657.3906775588657,2081
SWKS,1wk,0.5133344526658227,0.013334452665822671,9772107.78371869,2076
DRI,1m,0.5024214714833065,0.0024214714833065143,2391.2019277108434,2075
EXPD,1wk,0.5785971789470187,0.07859717894701868,6174022.554269175,2073
UNH,1wk,0.6547427086268051,0.15474270862680506,31068004.54009662,2070
TROW,1m,0.5152743769487763,0.015274376948776314,2292.1063829787236,2068
NXPI,1m,0.5133670707088304,0.013367070708830364,2881.9893565553944,2067
